competencia,uf,tipo_estabelecimento,natureza_juridica,qtd_estabelecimentos
2025-01,RS,Pronto Socorro,Privado,19
2025-04,BR,Pronto Socorro,P<c3><ba>blico,371
2025-04,SP,Pronto Socorro,P<c3><ba>blico,79
2025-04,RJ,Pronto Socorro,P<c3><ba>blico,35
2025-04,MG,Pronto Socorro,P<c3><ba>blico,38
2025-04,BA,Pronto Socorro,P<c3><ba>blico,26
2025-04,RS,Pronto Socorro,P<c3><ba>blico,22
2025-04,BR,Pronto Socorro,Filantr<c3><b3>pico,231
2025-04,SP,Pronto Socorro,Filantr<c3><b3>pico,51
2025-04,RJ,Pronto Socorro,Filantr<c3><b3>pico,21
2025-04,MG,Pronto Socorro,Filantr<c3><b3>pico,23
2025-04,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2025-04,RS,Pronto Socorro,Filantr<c3><b3>pico,13
2025-04,BR,Pronto Socorro,Privado,333
2025-04,SP,Pronto Socorro,Privado,72
2025-04,RJ,Pronto Socorro,Privado,29
2025-04,MG,Pronto Socorro,Privado,33
2025-04,BA,Pronto Socorro,Privado,23
2025-04,RS,Pronto Socorro,Privado,19
2025-07,BR,Pronto Socorro,P<c3><ba>blico,372
2025-07,SP,Pronto Socorro,P<c3><ba>blico,80
2025-07,RJ,Pronto Socorro,P<c3><ba>blico,34
2025-07,MG,Pronto Socorro,P<c3><ba>blico,38
2025-07,BA,Pronto Socorro,P<c3><ba>blico,27
2025-07,RS,Pronto Socorro,P<c3><ba>blico,22
2025-07,BR,Pronto Socorro,Filantr<c3><b3>pico,235
2025-07,SP,Pronto Socorro,Filantr<c3><b3>pico,52
2025-07,RJ,Pronto Socorro,Filantr<c3><b3>pico,20
2025-07,MG,Pronto Socorro,Filantr<c3><b3>pico,24
2025-07,BA,Pronto Socorro,Filantr<c3><b3>pico,16
2025-07,RS,Pronto Socorro,Filantr<c3><b3>pico,14
2025-07,BR,Pronto Socorro,Privado,338
2025-07,SP,Pronto Socorro,Privado,71
2025-07,RJ,Pronto Socorro,Privado,29
2025-07,MG,Pronto Socorro,Privado,32
2025-07,BA,Pronto Socorro,Privado,23
2025-07,RS,Pronto Socorro,Privado,19
2018-01,BR,CAPS,P<c3><ba>blico,1080
2018-01,SP,CAPS,P<c3><ba>blico,239
2018-01,RJ,CAPS,P<c3><ba>blico,98
2018-01,MG,CAPS,P<c3><ba>blico,107
2018-01,BA,CAPS,P<c3><ba>blico,75
2018-01,RS,CAPS,P<c3><ba>blico,65
2018-01,BR,CAPS,Filantr<c3><b3>pico,675
2018-01,SP,CAPS,Filantr<c3><b3>pico,144
2018-01,RJ,CAPS,Filantr<c3><b3>pico,61
2018-01,MG,CAPS,Filantr<c3><b3>pico,66
2018-01,BA,CAPS,Filantr<c3><b3>pico,47
2018-01,RS,CAPS,Filantr<c3><b3>pico,40
2018-01,BR,CAPS,Privado,951
2018-01,SP,CAPS,Privado,204
2018-01,RJ,CAPS,Privado,83
2018-01,MG,CAPS,Privado,94
2018-01,BA,CAPS,Privado,66
2018-01,RS,CAPS,Privado,55
2018-04,BR,CAPS,P<c3><ba>blico,1098
2018-04,SP,CAPS,P<c3><ba>blico,240
2018-04,RJ,CAPS,P<c3><ba>blico,95
2018-04,MG,CAPS,P<c3><ba>blico,106
2018-04,BA,CAPS,P<c3><ba>blico,77
2018-04,RS,CAPS,P<c3><ba>blico,64
2018-04,BR,CAPS,Filantr<c3><b3>pico,676
2018-04,SP,CAPS,Filantr<c3><b3>pico,150
2018-04,RJ,CAPS,Filantr<c3><b3>pico,61
2018-04,MG,CAPS,Filantr<c3><b3>pico,67
2018-04,BA,CAPS,Filantr<c3><b3>pico,46
2018-04,RS,CAPS,Filantr<c3><b3>pico,40
2018-04,BR,CAPS,Privado,954
2018-04,SP,CAPS,Privado,206
2018-04,RJ,CAPS,Privado,86
2018-04,MG,CAPS,Privado,95
2018-04,BA,CAPS,Privado,67
2018-04,RS,CAPS,Privado,56
2018-07,BR,CAPS,P<c3><ba>blico,1108
2018-07,SP,CAPS,P<c3><ba>blico,241
2018-07,RJ,CAPS,P<c3><ba>blico,99
2018-07,MG,CAPS,P<c3><ba>blico,111
2018-07,BA,CAPS,P<c3><ba>blico,74
2018-07,RS,CAPS,P<c3><ba>blico,65
2018-07,BR,CAPS,Filantr<c3><b3>pico,675
2018-07,SP,CAPS,Filantr<c3><b3>pico,152
2018-07,RJ,CAPS,Filantr<c3><b3>pico,60
2018-07,MG,CAPS,Filantr<c3><b3>pico,67
2018-07,BA,CAPS,Filantr<c3><b3>pico,45
2018-07,RS,CAPS,Filantr<c3><b3>pico,40
2018-07,BR,CAPS,Privado,977
2018-07,SP,CAPS,Privado,210
2018-07,RJ,CAPS,Privado,82
2018-07,MG,CAPS,Privado,96
2018-07,BA,CAPS,Privado,65
2018-07,RS,CAPS,Privado,56
2018-10,BR,CAPS,P<c3><ba>blico,1092
2018-10,SP,CAPS,P<c3><ba>blico,239
2018-10,RJ,CAPS,P<c3><ba>blico,98
2018-10,MG,CAPS,P<c3><ba>blico,106
2018-10,BA,CAPS,P<c3><ba>blico,75
2018-10,RS,CAPS,P<c3><ba>blico,66
2018-10,BR,CAPS,Filantr<c3><b3>pico,683
2018-10,SP,CAPS,Filantr<c3><b3>pico,147
2018-10,RJ,CAPS,Filantr<c3><b3>pico,62
2018-10,MG,CAPS,Filantr<c3><b3>pico,67
2018-10,BA,CAPS,Filantr<c3><b3>pico,47
2018-10,RS,CAPS,Filantr<c3><b3>pico,41
2018-10,BR,CAPS,Privado,940
2018-10,SP,CAPS,Privado,212
2018-10,RJ,CAPS,Privado,86
2018-10,MG,CAPS,Privado,97
2018-10,BA,CAPS,Privado,65
2018-10,RS,CAPS,Privado,56
2019-01,BR,CAPS,P<c3><ba>blico,1126
2019-01,SP,CAPS,P<c3><ba>blico,239
2019-01,RJ,CAPS,P<c3><ba>blico,98
2019-01,MG,CAPS,P<c3><ba>blico,108
2019-01,BA,CAPS,P<c3><ba>blico,76
2019-01,RS,CAPS,P<c3><ba>blico,66
2019-01,BR,CAPS,Filantr<c3><b3>pico,696
2019-01,SP,CAPS,Filantr<c3><b3>pico,148
2019-01,RJ,CAPS,Filantr<c3><b3>pico,62
2019-01,MG,CAPS,Filantr<c3><b3>pico,68
2019-01,BA,CAPS,Filantr<c3><b3>pico,46
2019-01,RS,CAPS,Filantr<c3><b3>pico,41
2019-01,BR,CAPS,Privado,951
2019-01,SP,CAPS,Privado,211
2019-01,RJ,CAPS,Privado,84
2019-01,MG,CAPS,Privado,97
2019-01,BA,CAPS,Privado,66
2019-01,RS,CAPS,Privado,60
2019-04,BR,CAPS,P<c3><ba>blico,1135
2019-04,SP,CAPS,P<c3><ba>blico,248
2019-04,RJ,CAPS,P<c3><ba>blico,97
2019-04,MG,CAPS,P<c3><ba>blico,110
2019-04,BA,CAPS,P<c3><ba>blico,77
2019-04,RS,CAPS,P<c3><ba>blico,66
2019-04,BR,CAPS,Filantr<c3><b3>pico,686
2019-04,SP,CAPS,Filantr<c3><b3>pico,150
2019-04,RJ,CAPS,Filantr<c3><b3>pico,63
2019-04,MG,CAPS,Filantr<c3><b3>pico,69
2019-04,BA,CAPS,Filantr<c3><b3>pico,48
2019-04,RS,CAPS,Filantr<c3><b3>pico,41
2019-04,BR,CAPS,Privado,973
2019-04,SP,CAPS,Privado,207
2019-04,RJ,CAPS,Privado,86
2019-04,MG,CAPS,Privado,94
2019-04,BA,CAPS,Privado,68
2019-04,RS,CAPS,Privado,57
2019-07,BR,CAPS,P<c3><ba>blico,1072
2019-07,SP,CAPS,P<c3><ba>blico,237
2019-07,RJ,CAPS,P<c3><ba>blico,100
2019-07,MG,CAPS,P<c3><ba>blico,108
2019-07,BA,CAPS,P<c3><ba>blico,77
2019-07,RS,CAPS,P<c3><ba>blico,66
2019-07,BR,CAPS,Filantr<c3><b3>pico,688
2019-07,SP,CAPS,Filantr<c3><b3>pico,154
2019-07,RJ,CAPS,Filantr<c3><b3>pico,61
2019-07,MG,CAPS,Filantr<c3><b3>pico,67
2019-07,BA,CAPS,Filantr<c3><b3>pico,47
2019-07,RS,CAPS,Filantr<c3><b3>pico,40
2019-07,BR,CAPS,Privado,961
2019-07,SP,CAPS,Privado,208
2019-07,RJ,CAPS,Privado,86
2019-07,MG,CAPS,Privado,96
2019-07,BA,CAPS,Privado,66
2019-07,RS,CAPS,Privado,57
2019-10,BR,CAPS,P<c3><ba>blico,1127
2019-10,SP,CAPS,P<c3><ba>blico,239
2019-10,RJ,CAPS,P<c3><ba>blico,99
2019-10,MG,CAPS,P<c3><ba>blico,109
2019-10,BA,CAPS,P<c3><ba>blico,77
2019-10,RS,CAPS,P<c3><ba>blico,67
2019-10,BR,CAPS,Filantr<c3><b3>pico,694
2019-10,SP,CAPS,Filantr<c3><b3>pico,148
2019-10,RJ,CAPS,Filantr<c3><b3>pico,62
2019-10,MG,CAPS,Filantr<c3><b3>pico,68
2019-10,BA,CAPS,Filantr<c3><b3>pico,50
2019-10,RS,CAPS,Filantr<c3><b3>pico,42
2019-10,BR,CAPS,Privado,973
2019-10,SP,CAPS,Privado,215
2019-10,RJ,CAPS,Privado,86
2019-10,MG,CAPS,Privado,97
2019-10,BA,CAPS,Privado,67
2019-10,RS,CAPS,Privado,56
2020-01,BR,CAPS,P<c3><ba>blico,1112
2020-01,SP,CAPS,P<c3><ba>blico,244
2020-01,RJ,CAPS,P<c3><ba>blico,101
2020-01,MG,CAPS,P<c3><ba>blico,111
2020-01,BA,CAPS,P<c3><ba>blico,76
2020-01,RS,CAPS,P<c3><ba>blico,66
2020-01,BR,CAPS,Filantr<c3><b3>pico,697
2020-01,SP,CAPS,Filantr<c3><b3>pico,150
2020-01,RJ,CAPS,Filantr<c3><b3>pico,62
2020-01,MG,CAPS,Filantr<c3><b3>pico,69
2020-01,BA,CAPS,Filantr<c3><b3>pico,48
2020-01,RS,CAPS,Filantr<c3><b3>pico,42
2020-01,BR,CAPS,Privado,977
2020-01,SP,CAPS,Privado,210
2020-01,RJ,CAPS,Privado,87
2020-01,MG,CAPS,Privado,98
2020-01,BA,CAPS,Privado,67
2020-01,RS,CAPS,Privado,57
2020-04,BR,CAPS,P<c3><ba>blico,1135
2020-04,SP,CAPS,P<c3><ba>blico,246
2020-04,RJ,CAPS,P<c3><ba>blico,100
2020-04,MG,CAPS,P<c3><ba>blico,110
2020-04,BA,CAPS,P<c3><ba>blico,77
2020-04,RS,CAPS,P<c3><ba>blico,66
2020-04,BR,CAPS,Filantr<c3><b3>pico,679
2020-04,SP,CAPS,Filantr<c3><b3>pico,154
2020-04,RJ,CAPS,Filantr<c3><b3>pico,63
2020-04,MG,CAPS,Filantr<c3><b3>pico,68
2020-04,BA,CAPS,Filantr<c3><b3>pico,48
2020-04,RS,CAPS,Filantr<c3><b3>pico,42
2020-04,BR,CAPS,Privado,957
2020-04,SP,CAPS,Privado,213
2020-04,RJ,CAPS,Privado,87
2020-04,MG,CAPS,Privado,98
2020-04,BA,CAPS,Privado,68
2020-04,RS,CAPS,Privado,59
2020-07,BR,CAPS,P<c3><ba>blico,1131
2020-07,SP,CAPS,P<c3><ba>blico,248
2020-07,RJ,CAPS,P<c3><ba>blico,102
2020-07,MG,CAPS,P<c3><ba>blico,112
2020-07,BA,CAPS,P<c3><ba>blico,77
2020-07,RS,CAPS,P<c3><ba>blico,68
2020-07,BR,CAPS,Filantr<c3><b3>pico,710
2020-07,SP,CAPS,Filantr<c3><b3>pico,154
2020-07,RJ,CAPS,Filantr<c3><b3>pico,62
2020-07,MG,CAPS,Filantr<c3><b3>pico,70
2020-07,BA,CAPS,Filantr<c3><b3>pico,48
2020-07,RS,CAPS,Filantr<c3><b3>pico,42
2020-07,BR,CAPS,Privado,980
2020-07,SP,CAPS,Privado,212
2020-07,RJ,CAPS,Privado,89
2020-07,MG,CAPS,Privado,96
2020-07,BA,CAPS,Privado,69
2020-07,RS,CAPS,Privado,58
2020-10,BR,CAPS,P<c3><ba>blico,1136
2020-10,SP,CAPS,P<c3><ba>blico,240
2020-10,RJ,CAPS,P<c3><ba>blico,99
2020-10,MG,CAPS,P<c3><ba>blico,110
2020-10,BA,CAPS,P<c3><ba>blico,79
2020-10,RS,CAPS,P<c3><ba>blico,68
2020-10,BR,CAPS,Filantr<c3><b3>pico,699
2020-10,SP,CAPS,Filantr<c3><b3>pico,154
2020-10,RJ,CAPS,Filantr<c3><b3>pico,62
2020-10,MG,CAPS,Filantr<c3><b3>pico,71
2020-10,BA,CAPS,Filantr<c3><b3>pico,49
2020-10,RS,CAPS,Filantr<c3><b3>pico,41
2020-10,BR,CAPS,Privado,984
2020-10,SP,CAPS,Privado,216
2020-10,RJ,CAPS,Privado,88
2020-10,MG,CAPS,Privado,97
2020-10,BA,CAPS,Privado,69
2020-10,RS,CAPS,Privado,58
2021-01,BR,CAPS,P<c3><ba>blico,1131
2021-01,SP,CAPS,P<c3><ba>blico,245
2021-01,RJ,CAPS,P<c3><ba>blico,102
2021-01,MG,CAPS,P<c3><ba>blico,112
2021-01,BA,CAPS,P<c3><ba>blico,79
2021-01,RS,CAPS,P<c3><ba>blico,67
2021-01,BR,CAPS,Filantr<c3><b3>pico,709
2021-01,SP,CAPS,Filantr<c3><b3>pico,157
2021-01,RJ,CAPS,Filantr<c3><b3>pico,62
2021-01,MG,CAPS,Filantr<c3><b3>pico,71
2021-01,BA,CAPS,Filantr<c3><b3>pico,49
2021-01,RS,CAPS,Filantr<c3><b3>pico,41
2021-01,BR,CAPS,Privado,978
2021-01,SP,CAPS,Privado,215
2021-01,RJ,CAPS,Privado,88
2021-01,MG,CAPS,Privado,97
2021-01,BA,CAPS,Privado,68
2021-01,RS,CAPS,Privado,60
2021-04,BR,CAPS,P<c3><ba>blico,1148
2021-04,SP,CAPS,P<c3><ba>blico,250
2021-04,RJ,CAPS,P<c3><ba>blico,101
2021-04,MG,CAPS,P<c3><ba>blico,115
2021-04,BA,CAPS,P<c3><ba>blico,78
2021-04,RS,CAPS,P<c3><ba>blico,69
2021-04,BR,CAPS,Filantr<c3><b3>pico,709
2021-04,SP,CAPS,Filantr<c3><b3>pico,155
2021-04,RJ,CAPS,Filantr<c3><b3>pico,63
2021-04,MG,CAPS,Filantr<c3><b3>pico,70
2021-04,BA,CAPS,Filantr<c3><b3>pico,51
2021-04,RS,CAPS,Filantr<c3><b3>pico,42
2021-04,BR,CAPS,Privado,966
2021-04,SP,CAPS,Privado,219
2021-04,RJ,CAPS,Privado,89
2021-04,MG,CAPS,Privado,100
2021-04,BA,CAPS,Privado,70
2021-04,RS,CAPS,Privado,59
2021-07,BR,CAPS,P<c3><ba>blico,1155
2021-07,SP,CAPS,P<c3><ba>blico,248
2021-07,RJ,CAPS,P<c3><ba>blico,103
2021-07,MG,CAPS,P<c3><ba>blico,112
2021-07,BA,CAPS,P<c3><ba>blico,79
2021-07,RS,CAPS,P<c3><ba>blico,67
2021-07,BR,CAPS,Filantr<c3><b3>pico,702
2021-07,SP,CAPS,Filantr<c3><b3>pico,156
2021-07,RJ,CAPS,Filantr<c3><b3>pico,63
2021-07,MG,CAPS,Filantr<c3><b3>pico,71
2021-07,BA,CAPS,Filantr<c3><b3>pico,49
2021-07,RS,CAPS,Filantr<c3><b3>pico,42
2021-07,BR,CAPS,Privado,1008
2021-07,SP,CAPS,Privado,215
2021-07,RJ,CAPS,Privado,91
2021-07,MG,CAPS,Privado,99
2021-07,BA,CAPS,Privado,70
2021-07,RS,CAPS,Privado,59
2021-10,BR,CAPS,P<c3><ba>blico,1132
2021-10,SP,CAPS,P<c3><ba>blico,247
2021-10,RJ,CAPS,P<c3><ba>blico,101
2021-10,MG,CAPS,P<c3><ba>blico,112
2021-10,BA,CAPS,P<c3><ba>blico,80
2021-10,RS,CAPS,P<c3><ba>blico,67
2021-10,BR,CAPS,Filantr<c3><b3>pico,712
2021-10,SP,CAPS,Filantr<c3><b3>pico,155
2021-10,RJ,CAPS,Filantr<c3><b3>pico,64
2021-10,MG,CAPS,Filantr<c3><b3>pico,71
2021-10,BA,CAPS,Filantr<c3><b3>pico,49
2021-10,RS,CAPS,Filantr<c3><b3>pico,43
2021-10,BR,CAPS,Privado,1002
2021-10,SP,CAPS,Privado,218
2021-10,RJ,CAPS,Privado,89
2021-10,MG,CAPS,Privado,99
2021-10,BA,CAPS,Privado,70
2021-10,RS,CAPS,Privado,59
2022-01,BR,CAPS,P<c3><ba>blico,1161
2022-01,SP,CAPS,P<c3><ba>blico,247
2022-01,RJ,CAPS,P<c3><ba>blico,104
2022-01,MG,CAPS,P<c3><ba>blico,113
2022-01,BA,CAPS,P<c3><ba>blico,79
2022-01,RS,CAPS,P<c3><ba>blico,68
2022-01,BR,CAPS,Filantr<c3><b3>pico,719
2022-01,SP,CAPS,Filantr<c3><b3>pico,157
2022-01,RJ,CAPS,Filantr<c3><b3>pico,63
2022-01,MG,CAPS,Filantr<c3><b3>pico,70
2022-01,BA,CAPS,Filantr<c3><b3>pico,50
2022-01,RS,CAPS,Filantr<c3><b3>pico,42
2022-01,BR,CAPS,Privado,1036
2022-01,SP,CAPS,Privado,221
2022-01,RJ,CAPS,Privado,90
2022-01,MG,CAPS,Privado,99
2022-01,BA,CAPS,Privado,71
2022-01,RS,CAPS,Privado,61
2022-04,BR,CAPS,P<c3><ba>blico,1146
2022-04,SP,CAPS,P<c3><ba>blico,253
2022-04,RJ,CAPS,P<c3><ba>blico,100
2022-04,MG,CAPS,P<c3><ba>blico,115
2022-04,BA,CAPS,P<c3><ba>blico,80
2022-04,RS,CAPS,P<c3><ba>blico,68
2022-04,BR,CAPS,Filantr<c3><b3>pico,722
2022-04,SP,CAPS,Filantr<c3><b3>pico,158
2022-04,RJ,CAPS,Filantr<c3><b3>pico,64
2022-04,MG,CAPS,Filantr<c3><b3>pico,71
2022-04,BA,CAPS,Filantr<c3><b3>pico,49
2022-04,RS,CAPS,Filantr<c3><b3>pico,43
2022-04,BR,CAPS,Privado,1005
2022-04,SP,CAPS,Privado,225
2022-04,RJ,CAPS,Privado,89
2022-04,MG,CAPS,Privado,101
2022-04,BA,CAPS,Privado,70
2022-04,RS,CAPS,Privado,60
2022-07,BR,CAPS,P<c3><ba>blico,1161
2022-07,SP,CAPS,P<c3><ba>blico,247
2022-07,RJ,CAPS,P<c3><ba>blico,102
2022-07,MG,CAPS,P<c3><ba>blico,115
2022-07,BA,CAPS,P<c3><ba>blico,79
2022-07,RS,CAPS,P<c3><ba>blico,68
2022-07,BR,CAPS,Filantr<c3><b3>pico,710
2022-07,SP,CAPS,Filantr<c3><b3>pico,162
2022-07,RJ,CAPS,Filantr<c3><b3>pico,64
2022-07,MG,CAPS,Filantr<c3><b3>pico,71
2022-07,BA,CAPS,Filantr<c3><b3>pico,51
2022-07,RS,CAPS,Filantr<c3><b3>pico,44
2022-07,BR,CAPS,Privado,985
2022-07,SP,CAPS,Privado,222
2022-07,RJ,CAPS,Privado,88
2022-07,MG,CAPS,Privado,100
2022-07,BA,CAPS,Privado,70
2022-07,RS,CAPS,Privado,58
2022-10,BR,CAPS,P<c3><ba>blico,1170
2022-10,SP,CAPS,P<c3><ba>blico,250
2022-10,RJ,CAPS,P<c3><ba>blico,104
2022-10,MG,CAPS,P<c3><ba>blico,115
2022-10,BA,CAPS,P<c3><ba>blico,80
2022-10,RS,CAPS,P<c3><ba>blico,68
2022-10,BR,CAPS,Filantr<c3><b3>pico,716
2022-10,SP,CAPS,Filantr<c3><b3>pico,157
2022-10,RJ,CAPS,Filantr<c3><b3>pico,64
2022-10,MG,CAPS,Filantr<c3><b3>pico,72
2022-10,BA,CAPS,Filantr<c3><b3>pico,49
2022-10,RS,CAPS,Filantr<c3><b3>pico,43
2022-10,BR,CAPS,Privado,1022
2022-10,SP,CAPS,Privado,218
2022-10,RJ,CAPS,Privado,91
2022-10,MG,CAPS,Privado,102
2022-10,BA,CAPS,Privado,71
2022-10,RS,CAPS,Privado,59
2023-01,BR,CAPS,P<c3><ba>blico,1155
2023-01,SP,CAPS,P<c3><ba>blico,256
2023-01,RJ,CAPS,P<c3><ba>blico,103
2023-01,MG,CAPS,P<c3><ba>blico,116
2023-01,BA,CAPS,P<c3><ba>blico,80
2023-01,RS,CAPS,P<c3><ba>blico,70
2023-01,BR,CAPS,Filantr<c3><b3>pico,716
2023-01,SP,CAPS,Filantr<c3><b3>pico,159
2023-01,RJ,CAPS,Filantr<c3><b3>pico,65
2023-01,MG,CAPS,Filantr<c3><b3>pico,72
2023-01,BA,CAPS,Filantr<c3><b3>pico,50
2023-01,RS,CAPS,Filantr<c3><b3>pico,43
2023-01,BR,CAPS,Privado,1034
2023-01,SP,CAPS,Privado,224
2023-01,RJ,CAPS,Privado,94
2023-01,MG,CAPS,Privado,100
2023-01,BA,CAPS,Privado,71
2023-01,RS,CAPS,Privado,61
2023-04,BR,CAPS,P<c3><ba>blico,1141
2023-04,SP,CAPS,P<c3><ba>blico,255
2023-04,RJ,CAPS,P<c3><ba>blico,104
2023-04,MG,CAPS,P<c3><ba>blico,115
2023-04,BA,CAPS,P<c3><ba>blico,81
2023-04,RS,CAPS,P<c3><ba>blico,70
2023-04,BR,CAPS,Filantr<c3><b3>pico,732
2023-04,SP,CAPS,Filantr<c3><b3>pico,158
2023-04,RJ,CAPS,Filantr<c3><b3>pico,65
2023-04,MG,CAPS,Filantr<c3><b3>pico,72
2023-04,BA,CAPS,Filantr<c3><b3>pico,51
2023-04,RS,CAPS,Filantr<c3><b3>pico,43
2023-04,BR,CAPS,Privado,1017
2023-04,SP,CAPS,Privado,224
2023-04,RJ,CAPS,Privado,90
2023-04,MG,CAPS,Privado,100
2023-04,BA,CAPS,Privado,72
2023-04,RS,CAPS,Privado,62
2023-07,BR,CAPS,P<c3><ba>blico,1177
2023-07,SP,CAPS,P<c3><ba>blico,255
2023-07,RJ,CAPS,P<c3><ba>blico,105
2023-07,MG,CAPS,P<c3><ba>blico,119
2023-07,BA,CAPS,P<c3><ba>blico,82
2023-07,RS,CAPS,P<c3><ba>blico,71
2023-07,BR,CAPS,Filantr<c3><b3>pico,734
2023-07,SP,CAPS,Filantr<c3><b3>pico,163
2023-07,RJ,CAPS,Filantr<c3><b3>pico,66
2023-07,MG,CAPS,Filantr<c3><b3>pico,71
2023-07,BA,CAPS,Filantr<c3><b3>pico,51
2023-07,RS,CAPS,Filantr<c3><b3>pico,43
2023-07,BR,CAPS,Privado,1019
2023-07,SP,CAPS,Privado,219
2023-07,RJ,CAPS,Privado,91
2023-07,MG,CAPS,Privado,99
2023-07,BA,CAPS,Privado,70
2023-07,RS,CAPS,Privado,60
2023-10,BR,CAPS,P<c3><ba>blico,1191
2023-10,SP,CAPS,P<c3><ba>blico,256
2023-10,RJ,CAPS,P<c3><ba>blico,105
2023-10,MG,CAPS,P<c3><ba>blico,117
2023-10,BA,CAPS,P<c3><ba>blico,82
2023-10,RS,CAPS,P<c3><ba>blico,72
2023-10,BR,CAPS,Filantr<c3><b3>pico,731
2023-10,SP,CAPS,Filantr<c3><b3>pico,162
2023-10,RJ,CAPS,Filantr<c3><b3>pico,67
2023-10,MG,CAPS,Filantr<c3><b3>pico,76
2023-10,BA,CAPS,Filantr<c3><b3>pico,50
2023-10,RS,CAPS,Filantr<c3><b3>pico,44
2023-10,BR,CAPS,Privado,1002
2023-10,SP,CAPS,Privado,227
2023-10,RJ,CAPS,Privado,89
2023-10,MG,CAPS,Privado,104
2023-10,BA,CAPS,Privado,71
2023-10,RS,CAPS,Privado,60
2024-01,BR,CAPS,P<c3><ba>blico,1186
2024-01,SP,CAPS,P<c3><ba>blico,262
2024-01,RJ,CAPS,P<c3><ba>blico,104
2024-01,MG,CAPS,P<c3><ba>blico,118
2024-01,BA,CAPS,P<c3><ba>blico,80
2024-01,RS,CAPS,P<c3><ba>blico,70
2024-01,BR,CAPS,Filantr<c3><b3>pico,747
2024-01,SP,CAPS,Filantr<c3><b3>pico,159
2024-01,RJ,CAPS,Filantr<c3><b3>pico,67
2024-01,MG,CAPS,Filantr<c3><b3>pico,73
2024-01,BA,CAPS,Filantr<c3><b3>pico,50
2024-01,RS,CAPS,Filantr<c3><b3>pico,43
2024-01,BR,CAPS,Privado,1041
2024-01,SP,CAPS,Privado,222
2024-01,RJ,CAPS,Privado,90
2024-01,MG,CAPS,Privado,103
2024-01,BA,CAPS,Privado,72
2024-01,RS,CAPS,Privado,61
2024-04,BR,CAPS,P<c3><ba>blico,1152
2024-04,SP,CAPS,P<c3><ba>blico,254
2024-04,RJ,CAPS,P<c3><ba>blico,108
2024-04,MG,CAPS,P<c3><ba>blico,116
2024-04,BA,CAPS,P<c3><ba>blico,82
2024-04,RS,CAPS,P<c3><ba>blico,69
2024-04,BR,CAPS,Filantr<c3><b3>pico,737
2024-04,SP,CAPS,Filantr<c3><b3>pico,165
2024-04,RJ,CAPS,Filantr<c3><b3>pico,66
2024-04,MG,CAPS,Filantr<c3><b3>pico,73
2024-04,BA,CAPS,Filantr<c3><b3>pico,51
2024-04,RS,CAPS,Filantr<c3><b3>pico,44
2024-04,BR,CAPS,Privado,1031
2024-04,SP,CAPS,Privado,223
2024-04,RJ,CAPS,Privado,90
2024-04,MG,CAPS,Privado,101
2024-04,BA,CAPS,Privado,71
2024-04,RS,CAPS,Privado,60
2024-07,BR,CAPS,P<c3><ba>blico,1203
2024-07,SP,CAPS,P<c3><ba>blico,262
2024-07,RJ,CAPS,P<c3><ba>blico,108
2024-07,MG,CAPS,P<c3><ba>blico,119
2024-07,BA,CAPS,P<c3><ba>blico,83
2024-07,RS,CAPS,P<c3><ba>blico,70
2024-07,BR,CAPS,Filantr<c3><b3>pico,738
2024-07,SP,CAPS,Filantr<c3><b3>pico,169
2024-07,RJ,CAPS,Filantr<c3><b3>pico,67
2024-07,MG,CAPS,Filantr<c3><b3>pico,72
2024-07,BA,CAPS,Filantr<c3><b3>pico,51
2024-07,RS,CAPS,Filantr<c3><b3>pico,44
2024-07,BR,CAPS,Privado,1024
2024-07,SP,CAPS,Privado,232
2024-07,RJ,CAPS,Privado,93
2024-07,MG,CAPS,Privado,104
2024-07,BA,CAPS,Privado,72
2024-07,RS,CAPS,Privado,62
2024-10,BR,CAPS,P<c3><ba>blico,1229
2024-10,SP,CAPS,P<c3><ba>blico,258
2024-10,RJ,CAPS,P<c3><ba>blico,105
2024-10,MG,CAPS,P<c3><ba>blico,118
2024-10,BA,CAPS,P<c3><ba>blico,83
2024-10,RS,CAPS,P<c3><ba>blico,70
2024-10,BR,CAPS,Filantr<c3><b3>pico,757
2024-10,SP,CAPS,Filantr<c3><b3>pico,164
2024-10,RJ,CAPS,Filantr<c3><b3>pico,65
2024-10,MG,CAPS,Filantr<c3><b3>pico,73
2024-10,BA,CAPS,Filantr<c3><b3>pico,51
2024-10,RS,CAPS,Filantr<c3><b3>pico,44
2024-10,BR,CAPS,Privado,1024
2024-10,SP,CAPS,Privado,225
2024-10,RJ,CAPS,Privado,92
2024-10,MG,CAPS,Privado,104
2024-10,BA,CAPS,Privado,72
2024-10,RS,CAPS,Privado,61
2025-01,BR,CAPS,P<c3><ba>blico,1211
2025-01,SP,CAPS,P<c3><ba>blico,264
2025-01,RJ,CAPS,P<c3><ba>blico,106
2025-01,MG,CAPS,P<c3><ba>blico,118
2025-01,BA,CAPS,P<c3><ba>blico,84
2025-01,RS,CAPS,P<c3><ba>blico,71
2025-01,BR,CAPS,Filantr<c3><b3>pico,735
2025-01,SP,CAPS,Filantr<c3><b3>pico,163
2025-01,RJ,CAPS,Filantr<c3><b3>pico,66
2025-01,MG,CAPS,Filantr<c3><b3>pico,76
2025-01,BA,CAPS,Filantr<c3><b3>pico,52
2025-01,RS,CAPS,Filantr<c3><b3>pico,44
